manufacturer,type,name,part_number,qty
Edwards,Fire Alarm Control Unit,"FACP - 3 Cl 'B' IDCs, 2 Cl 'B' NACs, 120V, Dialer, Gray",FSP302GD,1
Edwards,Fire Alarm Control Unit,"FACP - 3 Cl 'B' IDCs, 2 Cl 'B' NACs, 120V, Gray",FSP302G,1
Edwards,Fire Alarm Control Unit,"FACP - 3 Cl 'B' IDCs, 2 Cl 'B' NACs, 120V, Red",FSP302R,1
Edwards,Fire Alarm Control Unit,"FACP - 3 Cl 'B' IDCs, 2 Cl 'B' NACs, 230V, Gray",FSP302G-2,1
Edwards,Fire Alarm Control Unit,"FACP - 3 Cl 'B' IDCs, 2 Cl 'B' NACs, LCD & Dialer 120V, Red",FSP302RD,1
Edwards,Fire Alarm Control Unit,"FACP - 5 Cl 'B' IDCs, 2 Cl 'B' NACs, 120V, Dialer, Gray",FSP502GD,1
Edwards,Fire Alarm Control Unit,"FACP - 5 Cl 'B' IDCs, 2 Cl 'B' NACs, 120V, Gray",FSP502G,1
Edwards,Fire Alarm Control Unit,"FACP - 5 Cl 'B' IDCs, 2 Cl 'B' NACs, 120V, Red",FSP502R,1
Edwards,Fire Alarm Control Unit,"FACP - 5 Cl 'B' IDCs, 2 Cl 'B' NACs, 230V, Gray",FSP502G-2,1
Edwards,Fire Alarm Control Unit,"FACP - 5 Cl 'B' IDCs, 2 Cl 'B' NACs, LCD & Dialer, 120V, Red",FSP502RD,1
Edwards,Fire Alarm Control Unit,"FACP /w CPU, 1 loop, 4 NACs, 10A power supply, bronze",3X-SFS1B,1
Edwards,Fire Alarm Control Unit,"FACP /w CPU, 1 loop, 4 NACs, 10A power supply, bronze",3X-SFS1Bi,1
Edwards,Fire Alarm Control Unit,"FACP /w CPU, 1 loop, 4 NACs, 10A power supply, red",3X-SFS1R,1
Edwards,Fire Alarm Control Unit,"FACP /w CPU, 1 loop, 4 NACs, 10A power supply, red",3X-SFS1Ri,1
Edwards,Fire Alarm Control Unit,"FACP /w CPU, 4 loops, 4 NACs, 4 3-ZA40B Amplifiers, Mic, 3-CAB21",EST3 Main FACP,1
Edwards,Fire Alarm Control Unit,FACP Voice Panel,EST4 Voice Panel,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 500pt max, 4 Cl B NACs, gray, 120v",++,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 500pt max, 4 Cl B NACs, gray, w/dialer, 120v",++,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 500pt max, 4 Cl B NACs, red, 120v",++,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 500pt max, 4 Cl B NACs, red, w/dialer, 120v",++,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, dialer, red, 120v",iO64RD,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, gray, 120v",iO64G,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, gray, 120v, Portuguese",iO64G-PG,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, gray, 120v, Spanish",iO64G-SP,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, gray, 120v, w/ 16 Led, FCdn",iO64GL-F,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, gray, 120v, w/ 16 RY LED, Cdn",iO64GL,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, gray, 230v",iO64G-2,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, gray, 230v, Portuguese",iO64G-2-PG,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, gray, 230v, Spanish",iO64G-2-SP,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, gray, w/dialer, 120v",iO64GD,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, red, 120v",iO64R,1
Edwards,Fire Alarm Control Unit,"FACP, 1 Loop, 64pt, 2 Cl B NACs, red, 230v",iO64R-2,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, gray, 120v",iO1000G,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, gray, 120v, Portuguese",iO1000G-PG,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, gray, 120v, Spanish",iO1000G-SP,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, gray, 120v, w/ 16 RY LED, ECdn",iO1000GC,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, gray, 120v, w/ 16 RY LED, FCdn",iO1000G-F,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, gray, 230v",iO1000G-2,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, gray, 230v, Portuguese",iO1000G-2-PG,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, gray, 230v, Spanish",iO1000G-2-SP,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, gray, w/dialer, 120v",iO1000GD,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, red, 120v",iO1000R,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, red, 230v",iO1000R-2,1
Edwards,Fire Alarm Control Unit,"FACP, 1-4 Loop, 1000pt max, 4 Cl B NACs, red, w/dialer, 120v",iO1000RD,1
Edwards,Fire Alarm Control Unit,"Single Loop System. 1 option card space. Red enclosure, 115v transformer.",++,2
Edwards,Fire Alarm Control Unit,"Single loop system. 1 option card space. Gray enclosure, 115v transformer.",++,2
Edwards,Fire Alarm Control Unit,"Two Zone, Six Expansion Space Panel, 120 VAC",++,1
Edwards,Fire Alarm Control Unit,"Two Zone, Three Expansion Space Panel, 120 VAC",++,1
Edwards,Fire Phone,"4 State 'Handset Assembly, Red, 5' Armored Cord, Push to Talk",6830-6A-4,1
Edwards,Fire Phone,"4 State Handset Assembly, Red, 5' Cord",6830-4,1
Edwards,Fire Phone,"4 State Handset Assembly, Red, 5' Cord, Push to Talk",6830-5A-4,1
Edwards,Fire Phone,"4 State Remote Telephone Warden Station, Armored Cord, Flush",6830-NY-F4,1
Edwards,Fire Phone,"4 State Remote Telephone Warden Station, Armored Cord, Surface",6830-NY-S4,1
Edwards,Fire Phone,"4 State Telephone Receptacle, 1 gang",6833-4,1
Edwards,Fire Phone,"Portable Handset, Black, /w 5' coiled cord & plug",6830-3,1
Edwards,Fire Phone,"Portable Handset, Red, /w 5' coiled cord & plug",6700-0061,1
Edwards,Fire Phone,"Portable Telephone Handset - Red c/w 60"" (1500mm) Coiled Cord.",6700-0061,1
Edwards,Gas Detection,Carbon Monoxide Detector,++,6
Edwards,Gas Detection,GE SafeAir Carbon Monoxide Detector,250-CO,1
Edwards,Gas Detection,GE SafeAir Carbon Monoxide Detector,260-CO,1
Edwards,Gas Detection,Intelligent Carbon Monoxide Detector,++,6
Edwards,Graphic Annunciator,"Graphic Annunciator 17.5""w x 15.75""h view area, 96 LEDs typical",EV2,1
Edwards,Graphic Annunciator,"Graphic Annunciator 17.5""w x 15.75""h view area, 96 LEDs typical",EV3-QS1,1
Edwards,Graphic Annunciator,"Graphic Annunciator 17.5""w x 15.75""h view area, 96 LEDs typical",EV3-QS4,1
Edwards,Graphic Annunciator,"Graphic Annunciator 17.5""w x 26.25""h view area, 156 LEDs typical",EV3,1
Edwards,Graphic Annunciator,"Graphic Annunciator 17.5""w x 37.5""h viewing area, 200 LEDs",EVCBA48,1
Edwards,Graphic Annunciator,"Graphic Annunciator 17.5""w x 57.75""h view area, 400 LEDs",EVCBA72,1
Edwards,Graphic Annunciator,"Graphic Annunciator 17.5""w x10.5""h view area, 72 LEDs typical",EV1,1
Edwards,Graphic Annunciator,"Graphic Annunciator 17.5""w x10.5""h view area, 72 LEDs typical",EV2-QS1,1
Edwards,Graphic Annunciator,"Graphic Annunciator 17.5""w x10.5""h view area, 72 LEDs typical",EV2-QS4,1
Edwards,Graphic Annunciator,"Graphic Annunciator 30""w x 40""h view area, 216 LEDs typical",EV4,1
Edwards,Graphic Annunciator,"Smoke Ctrl Graphic Annunciator 17.5""w x 15.75""h viewing area",FSCS-2,1
Edwards,Graphic Annunciator,"Smoke Ctrl Graphic Annunciator 17.5""w x 26.25""h viewing area",FSCS-3,1
Edwards,Graphic Annunciator,"Smoke Ctrl Graphic Annunciator 17.5""w x 38""h viewing area",FSCBA48,1
Edwards,Graphic Annunciator,"Smoke Ctrl Graphic Annunciator 17.5""w x 63""h viewing area",FSCBA72,1
Edwards,Graphic Annunciator,"Smoke Ctrl Graphic Annunciator 17.5""w x10.5""h viewing area",FSCS-1,1
Edwards,Graphic Annunciator,"Smoke Ctrl Graphic Annunciator 30""w x 40""h viewing area",FSCS-4,1
Edwards,Hardware,+,+,1
Edwards,Hardware,100 Proximity Construction Cards - EST Brand,EST-PC,1
Edwards,Hardware,100 Proximity Molded Card - EST Brand,PC-1326,1
Edwards,Hardware,11 AH Battery,12V10A,1
Edwards,Hardware,12/2 CI (circuit Integrity) Cable FPLR-CIC (in conduit),73122CIC,1
Edwards,Hardware,12/2 CIC (circuit Integrity) Cable FPLR-CI,73122CI,1
Edwards,Hardware,12/2 Solid Red With colored tracer FPLP (Plenum),75122MPNxx,1
Edwards,Hardware,12/2 Solid Red With colored tracer FPLR,75122MRNxx,1
Edwards,Hardware,12/2 Solid Twisted Red-Jacket FPLP (Plenum),454725ARE,1
Edwards,Hardware,12/2 Solid Twisted Red-Jacket FPLR,454720ARE,1
Edwards,Hardware,"12/2 Solid Twisted,OS, Red-Jacket FPLP (Plenum)",454750ARE,1
Edwards,Hardware,"12/2 Solid Twisted,OS, Red-Jacket FPLR",454739ARE,1
Edwards,Hardware,12/2 Stranded Twisted Red-Jacket FPLP (Plenum),454698ARE,1
Edwards,Hardware,12/2 Stranded Twisted Red-Jacket FPLR,454657ARE,1
Edwards,Hardware,12/4 Solid Twisted Red-Jacket FPLP (Plenum),454744ARE,1
Edwards,Hardware,12/4 Solid Twisted Red-Jacket FPLR,454733ARE,1
Edwards,Hardware,1280 Watt HPSA (1 of 5 Active Panels) replacement speaker head - complete,MN-HS64SPKHRG1P,1
Edwards,Hardware,1280 Watt HPSA (2 of 5 Active Panels) replacement speaker head - complete,MN-HS32SPKHRT2P,1
Edwards,Hardware,12V 12AH BATTERY,BATT12-12,1
Edwards,Hardware,12V 7AH BATTERY,BATT7-12,1
Edwards,Hardware,14/2 &18/2 Solid Unshielded Composite Cable Under Red Jacket FPLP/CL3P (Plenum),751418MP,1
Edwards,Hardware,14/2 CI (circuit Integrity) Cable FPLR-CI,73142CI,1
Edwards,Hardware,"14/2 CI Shld, (circuit Integrity) Cable FPLR-CI",73142SCI,1
Edwards,Hardware,14/2 CIC (circuit Integrity) Cable FPLR-CIC (in conduit),73142CIC,1
Edwards,Hardware,"14/2 CIC Shld, (circuit Integrity) Cable FPLR-CIC (in conduit)",73142SCIC,1
Edwards,Hardware,14/2 Solid Red With colored tracer FPLP (Plenum),75142MPNxx,1
Edwards,Hardware,14/2 Solid Red With colored tracer FPLR,75142MRNxx,1
Edwards,Hardware,14/2 Solid Twisted No-Jacket TFN-THHN (Yel/Br),443754B,1
Edwards,Hardware,14/2 Solid Twisted Red-Jacket FPLP (Plenum),454719ARE,1
Edwards,Hardware,14/2 Solid Twisted Red-Jacket FPLR,454718ARE,1
Edwards,Hardware,"14/2 Solid Twisted,OS,  Red-Jacket FPL Mid Cap 1x500'",740216L,1
Edwards,Hardware,"14/2 Solid Twisted,OS,  Red-Jacket FPLP(Plenum) Mid Cap 1x500'",740217L,1
Edwards,Hardware,"14/2 Solid Twisted,OS, Red-Jacket FPLP (Plenum)",454727ARE,1
Edwards,Hardware,"14/2 Solid Twisted,OS, Red-Jacket FPLR",454726ARE,1
Edwards,Hardware,"14/2 Solid,OS Red With colored tracer FPLR",75142SRN,1
Edwards,Hardware,14/2 Stranded Twisted Direct Buried (DB),451402WDB,1
Edwards,Hardware,14/4 Solid Twisted Red-Jacket FPLP (Plenum),454743ARE,1
Edwards,Hardware,14/4 Solid Twisted Red-Jacket FPLR,454732ARE,1
Edwards,Hardware,"14/4 Solid Twisted,OS, Red-Jacket FPLP (Plenum)",454749ARE,1
Edwards,Hardware,"14/4 Solid Twisted,OS, Red-Jacket FPLR",454738ARE,1
Edwards,Hardware,16/2 CI (circuit Integrity) Cable FPLR-CI,73162CI,1
Edwards,Hardware,"16/2 CI , shld (circuit Integrity) Cable FPLR-CI (in conduit)",73162SCIC,1
Edwards,Hardware,16/2 CIC (circuit Integrity) Cable FPLR-CIC (in conduit),73162CIC,1
Edwards,Hardware,"16/2 CIC, shld (circuit Integrity) Cable FPLR-CIC",73162SCI,1
Edwards,Hardware,16/2 Solid Red With colored tracer FPLP (Plenum),75162MPNxx,1
Edwards,Hardware,16/2 Solid Red With colored tracer FPLR,75162MRNxx,1
Edwards,Hardware,16/2 Solid Twisted No-Jacket TFN-THHN (Blk/Bl),443712BB,1
Edwards,Hardware,16/2 Solid Twisted Red-Jacket FPLP (Plenum),454740ARE,1
Edwards,Hardware,16/2 Solid Twisted Red-Jacket FPLR,454731ARE,1
Edwards,Hardware,"16/2 Solid Twisted, OS, Red-Jacket FPLR",454736ARE,1
Edwards,Hardware,"16/2 Solid Twisted,OS,  Red-Jacket FPL Mid Cap 1x500'",740218L,1
Edwards,Hardware,"16/2 Solid Twisted,OS,  Red-Jacket FPLP(Plenum) Mid Cap 1x500'",740219L,1
Edwards,Hardware,"16/2 Solid Twisted,OS, Red-Jacket FPLP (Plenum)",454747ARE,1
Edwards,Hardware,"16/2 Solid, OS printed  ""Line Signal Cable"" CM/FPL",75162SLN,1
Edwards,Hardware,"16/2 Solid, OS printed  ""Line Signal Cable"" FPLP (Plenum)",75162MPNSL,1
Edwards,Hardware,"16/2 Solid,OS Red With colored tracer FPLP (Plenum)",75162SPN,1
Edwards,Hardware,"16/2 Solid,OS Red With colored tracer FPLR",75162SRN,1
Edwards,Hardware,16/2 Stranded Twisted Direct Buried (DB),451602WDB,1
Edwards,Hardware,"16/2 Stranded,OS,Twisted Direct Buried (DB)",451602SDB,1
Edwards,Hardware,16/4 Solid Twisted Red-Jacket FPLP (Plenum),454741ARE,1
Edwards,Hardware,16/4 Solid Twisted Red-Jacket FPLR,454724ARE,1
Edwards,Hardware,"16/4 Solid Twisted,OS, Red-Jacket FPLP (Plenum)",454748ARE,1
Edwards,Hardware,"16/4 Solid Twisted,OS, Red-Jacket FPLR",454737ARE,1
Edwards,Hardware,1600 Watt HPSA (5 of 5 Active Panels) replacement speaker head - complete,MN-HS16SPKHRG5P,1
Edwards,Hardware,1600 Watt HPSA (5 of 5 Active Panels) replacement speaker head - complete,MN-HS16SPKHRT5P,1
Edwards,Hardware,1600 Watt class extended warranty - 2 years total.  Must be ordered when HPSA is ordered.,MN-HS16EXWARR2,1
Edwards,Hardware,1600 Watt class optional protective cover.,MN-HS16GPC,1
Edwards,Hardware,1600 Watt class optional protective cover.,MN-HS16TPC,1
Edwards,Hardware,18 AH Battery,12V17A,1
Edwards,Hardware,18/2 Solid Red With colored tracer FPLP (Plenum),75182MPNxx,1
Edwards,Hardware,18/2 Solid Red With colored tracer FPLR,75182MRNxx,1
Edwards,Hardware,18/2 Solid Twisted Direct Buried (DB),180100,1
Edwards,Hardware,18/2 Solid Twisted No-Jacket TFN-THHN (Blk/Red),443702BR,1
Edwards,Hardware,18/2 Solid Twisted Red-Jacket FPLP (Plenum),454709ARE,1
Edwards,Hardware,18/2 Solid Twisted Red-Jacket FPLR,454703ARE,1
Edwards,Hardware,"18/2 Solid Twisted, OS,  Red-Jacket FPLP (Plenum)",454717ARE,1
Edwards,Hardware,"18/2 Solid Twisted, OS,  Red-Jacket FPLR",454722ARE,1
Edwards,Hardware,"18/2 Solid Twisted,OS,  Red-Jacket FPL Mid Cap 1x500'",740214L,1
Edwards,Hardware,"18/2 Solid Twisted,OS,  Red-Jacket FPLP(Plenum) Mid Cap 1x500'",740215L,1
Edwards,Hardware,"18/2 Solid,OS Red With colored tracer FPLP (Plenum)",75182SPN,1
Edwards,Hardware,"18/2 Solid,OS Red With colored tracer FPLR",75182SRN,1
Edwards,Hardware,18/2 Stranded Twisted Direct Buried (DB),451802WDB,1
Edwards,Hardware,"18/2 Stranded, OS, Twisted Direct Buried (DB)",451802SDB,1
Edwards,Hardware,18/4 Solid Twisted Red-Jacket FPLP (Plenum),454711ARE,1
Edwards,Hardware,18/4 Solid Twisted Red-Jacket FPLR,454704ARE,1
Edwards,Hardware,"18/4 Solid Twisted,OS, Red-Jacket FPLP (Plenum)",454745ARE,1
Edwards,Hardware,"18/4 Solid Twisted,OS, Red-Jacket FPLR",454734ARE,1
Edwards,Hardware,19 Rack In-Fill Plate with PC RS232 Interface,30813,1
Edwards,Hardware,19 Rack Subframe (suitable for mounting upto 8 RDU),30814,1
Edwards,Hardware,"19"" Monitor, /w T Scrn,W Format, Blk, Rack Mtg, 1680x1050",FW-19LCDWTS,1
Edwards,Hardware,1920 Watt HPSA (3 of 5 Active Panels) replacement speaker head - complete,MN-HS32SPKHRG3P,1
Edwards,Hardware,1920 Watt HPSA (3 of 5 Active Panels) replacement speaker head - complete,MN-HS32SPKHRT3P,1
Edwards,Hardware,2 Fiber Multi-Mode Indoor/Outdoor OFNP,74KP002648,1
Edwards,Hardware,2 Fiber Multi-Mode OFNP,74DP002648,1
Edwards,Hardware,2 Fiber Multi-Mode OFNR,74LV00262,1
Edwards,Hardware,"2 hole strap for ¾ in CPVC pipe, Bag of 100",CV10934,1
Edwards,Hardware,"2"" Spacer",STI-3100,1
Edwards,Hardware,20 Glass Rods for SIGA-270 Series Stations,270-GLR,1
Edwards,Hardware,200 Proximity Cards - ISO EST Brand,PC-1386,1
Edwards,Hardware,200 Proximity Cards - ISO No EST Brand,PC-1386B,1
Edwards,Hardware,"22"" Monitor, /w T Scrn,W Format, Blk, 1680x1050",FW-22LCDWTS,1
Edwards,Hardware,"25/70V Speaker/Strobe, white, ALERT, amber, 13, 25, 59, 62 cd",WG4WA-SVMA,1
Edwards,Hardware,250ft roll of 1/4 x 3/8 capillary sampling tube,CM10963-250,1
Edwards,Hardware,2560 Watt HPSA (2 of 5 Active Panels) replacement speaker head - complete,MN-HS64SPKHRG2P,1
Edwards,Hardware,26 AH Battery,12V24A,1
Edwards,Hardware,"3/4"" ABS to 22mm Copper Tube Adapter",CM10902,1
Edwards,Hardware,"3/4"" CPVC 45° socket elbow, Bag of 20",CV10905,1
Edwards,Hardware,"3/4"" CPVC 90° socket elbow, Bag of 30",CV10906,1
Edwards,Hardware,"3/4"" Red ABS 45° Elbow",CM10905,1
Edwards,Hardware,"3/4"" Red ABS Pipe Clip",CM10954,1
Edwards,Hardware,"3/4"" Red ABS Straight Coupling",CM10908,1
Edwards,Hardware,"3/4"" Red ABS Sweeping 90° Elbow",CM10906,1
Edwards,Hardware,3/4” Sample Point Repair Saddle,CM10933,1
Edwards,Hardware,"32 Open Collectors or LEDs, module",SDR-32C,1
Edwards,Hardware,320 Watt HPSA (1 of 5 Active Panels) replacement speaker head - complete,MN-HS16SPKHRG1P,1
Edwards,Hardware,320 Watt HPSA (1 of 5 Active Panels) replacement speaker head - complete,MN-HS16SPKHRT1P,1
Edwards,Hardware,3200 Watt HPSA (5 of 5 Active Panels) replacement speaker head - complete,MN-HS32SPKHRG5P,1
Edwards,Hardware,3200 Watt class extended warranty - 2 years total.  Must be ordered when HPSA is ordered.,MN-HS32EXWARR2,1
Edwards,Hardware,3200 Watt class optional protective cover,MN-HS32GPC,1
Edwards,Hardware,3200 Watt class optional protective cover,MN-HS32TPC,1
Edwards,Hardware,3840 Watt HPSA (3 of 5 Active Panels) replacement speaker head - complete,MN-HS64SPKHRG3P,1
Edwards,Hardware,4 Fiber Multi-Mode Indoor/Outdoor OFNP,74KP004648,1
Edwards,Hardware,4 Fiber Multi-Mode OFNP,74UP004648,1
Edwards,Hardware,4 Fiber Multi-Mode OFNR,74LV004641,1
Edwards,Hardware,4 Module Space Annunciator Cabinet,SAN-4,1
Edwards,Hardware,"4"" Backbox - round, flush",960A-4RF,1
Edwards,Hardware,"4"" Backbox - square, flush",960A-4SF,1
Edwards,Hardware,"4"" Relay Base for EC Detectors",CRB4U-1,1
Edwards,Hardware,"4"" Standard Detector Base for EC Detectors w/ C-TRIM",CSB4U-1,1
Edwards,Hardware,"4"" Universal Base 700 Series /w 6 terminals for all heads",702E,1
Edwards,Hardware,"4"" Wpf, octagon box and cover",STONCO27,1
Edwards,Hardware,4-inch Square Cover Plate,3000-203,1
Edwards,Hardware,4.5 AH Battery,12V4A,1
Edwards,Hardware,40 AH Battery,12V40A,1
Edwards,Hardware,"42"" Monitor, /w T Scrn,W Format, Blk, 1920x1080",FW-42LCDWTS,1
Edwards,Hardware,"42"" Wall Mount Bracket Kit - dual display, vertical",FW-42LCDVMK2,1
Edwards,Hardware,"42"" Wall Mount Bracket Kit - single display, horizonal",FW-42LCDHMK1,1
Edwards,Hardware,"42"" Wall Mount Bracket Kit - single display, vertical",FW-42LCDVMK1,1
Edwards,Hardware,5-Point Manifold,CM10941,1
Edwards,Hardware,50 Proximity Key Fobs,PK-1346,1
Edwards,Hardware,"51 AH Battery, selected on choice",12V50A,1
Edwards,Hardware,6 Fiber Multi-Mode Indoor/Outdoor OFNP,74KP006655,1
Edwards,Hardware,6 Fiber Multi-Mode OFNP,74CP006644,1
Edwards,Hardware,6 Fiber Multi-Mode OFNR,74LV006661,1
Edwards,Hardware,"6 Pack, Remote Booster Power Supply, 10A, 120Vac, red",BPS10A-6,1
Edwards,Hardware,"6 Pack, Remote Booster Power Supply, 220Vac Input, Red",BPS10A230-6,1
Edwards,Hardware,"6 Pack, Remote Booster Power Supply, 220Vac Input, Red",BPS6A/230-6,1
Edwards,Hardware,"6 Pack, Remote Booster Power Supply, 6.5A, 120Vac, red",BPS6A-6,1
Edwards,Hardware,"6"" Mounting Base for 711U and 711UT, 3 terminals",701U,1
Edwards,Hardware,"6"" Universal Base, 700 Series /w 6 terminals for all heads",702U,1
Edwards,Hardware,62.5 micron multimode duplex fiber cable LC male connector w/ ST male connectors.,MN-FNSLC2STMM1,1
Edwards,Hardware,640 Watt HPSA (1 of 5 Active Panels) replacement speaker head - complete,MN-HS32SPKHRG1P,1
Edwards,Hardware,640 Watt HPSA (1 of 5 Active Panels) replacement speaker head - complete,MN-HS32SPKHRT1P,1
Edwards,Hardware,640 Watt HPSA (2 of 5 Active Panels) replacement speaker head - complete,MN-HS16SPKHRG2P,1
Edwards,Hardware,640 Watt HPSA (2 of 5 Active Panels) replacement speaker head - complete,MN-HS16SPKHRT2P,1
Edwards,Hardware,6400 Watt HPSA (5 of 5 Active Panels) replacement speaker head - complete,MN-HS64SPKHRG5P,1
Edwards,Hardware,6400 Watt class extended warranty - 2 years total.  Must be ordered when HPSA is ordered.,MN-HS64EXWARR2,1
Edwards,Hardware,6400 Watt class optional protective cover,MN-HS64GPC,1
Edwards,Hardware,6400 Watt class optional protective cover,MN-HS64TPC,1
Edwards,Hardware,65 AH Battery,12V65A,1
Edwards,Hardware,650 Watt MP extended warranty - 2 years total.  Must be ordered when unit is ordered.,MN-HSMP650EXWARR2,1
Edwards,Hardware,7.2 AH Battery,12V6A5,1
Edwards,Hardware,8 Module Space Annunciator Cabinet,SAN-8,1
Edwards,Hardware,"8"" Backbox - round, flush",960A-8RF,1
Edwards,Hardware,"8"" Backbox - square, flush",960A-8SF,1
Edwards,Hardware,"8"" Backbox - square, surface white finish",960A-8SS,1
Edwards,Hardware,9-pin Null Modem Serial Cable,30419,1
Edwards,Hardware,960 Watt HPSA (3 of 5 Active Panels) replacement speaker head - complete,MN-HS16SPKHRG3P,1
Edwards,Hardware,960 Watt HPSA (3 of 5 Active Panels) replacement speaker head - complete,MN-HS16SPKHRT3P,1
Edwards,Hardware,AC Power Only ECC (no battery backup or inverter),MN-HSACNB2K,1
Edwards,Hardware,ADA Pull Station Relocator,RR-32RL,1
Edwards,Hardware,ALARM - Ceiling Orientation,LKC-8,1
Edwards,Hardware,ALARM - Wall Orientation,LKW-8,1
Edwards,Hardware,ALERT - Ceiling Orientation,LKC-10,1
Edwards,Hardware,ALERT - Wall Orientation,LKW-10,1
Edwards,Hardware,ASD External Filter Assembly,30730,1
Edwards,Hardware,Access Control Database Client Application Software,ACDB-CLNT,1
Edwards,Hardware,Access Control Database Server Application Software,ACDB-SVR,1
Edwards,Hardware,Access Control Database for 8 Doors,ACDB8,1
Edwards,Hardware,Access Control Database for over 8 Doors,ACDB8+,1
Edwards,Hardware,"Adapter Plate, Red",++,1
Edwards,Hardware,"Adapter Plate, White",++,1
Edwards,Hardware,Adapter plate for when replacing GE/ESL 240-CO (5 count),250-COPLT-5PKG,1
Edwards,Hardware,Adapter plate for when replacing GE/ESL 240-CO (5 count),260-COPLT-5PKG,1
Edwards,Hardware,"Adaptor plate, for AW detectors on 3 or 4"" outlet box",AP-P,1
Edwards,Hardware,Additional Detector Pack (set of transmitter and receiver heads,C3000-016,1
Edwards,Hardware,Adjustment Bracket,3000-201,1
Edwards,Hardware,"Air Sampling Tube - 120"" long",6261-010,1
Edwards,Hardware,"Air Sampling Tube - 24"" long",6261-002,1
Edwards,Hardware,"Air Sampling Tube - 42"" long",6261-003,1
Edwards,Hardware,"Air Sampling Tube - 78"" long",6261-006,1
Edwards,Hardware,"Air Sampling Tube - 8"" long",6261-001,1
Edwards,Hardware,Air Velocity Test Kit,6263-EC,1
Edwards,Hardware,Air Velocity Test Kit - for SIGA-DH,6263-SG,1
Edwards,Hardware,Alternate prerecorded DMR mess. From library,ANSDMRALT,1
Edwards,Hardware,"Annunciator Backbox, 6 sp,BLK",4-6ANNMT,1
Edwards,Hardware,Annunciator Power On LED,EVPLED,1
Edwards,Hardware,"Annunciator Trim Plate, 2 gang",FSAT2,1
Edwards,Hardware,"Annunciator Trim Plate, 3 gang",FSAT3,1
Edwards,Hardware,Attack Rated Door Kit for RCC7 Cabinet,ATCK,1
Edwards,Hardware,Audible Sounder Base,++,1
Edwards,Hardware,Audio optimization software package,MN-AUDSOF1,1
Edwards,Hardware,Auto-Program Feature for 8.X Fireworks Unit,FW-FAST,1
Edwards,Hardware,"Back Lit Graphic LED - Red, Yellow, or Green for EV graphics",EVZLED,1
Edwards,Hardware,Back Lit Graphic LED - White for EV series graphics,EVZWLED,1
Edwards,Hardware,Backbox for 512-A Grill,512-1,1
Edwards,Hardware,Backbox for 513-A Grill,513-1,1
Edwards,Hardware,"Backbox, for 511-A",511-1,1
Edwards,Hardware,Bag of screws,Bag of screws,1
Edwards,Hardware,"Battery 8 AH, 6 volt cells",6V8A,1
Edwards,Hardware,Battery Cabinet Power Distribution bus & 50A breaker,3-BTSEN,1
Edwards,Hardware,"Battery Cabinet Temperature Sensor, Power Dist.",3-BTSEN-E,1
Edwards,Hardware,"Battery Cabinet, EN-54 Compliance",3-RCC7R-E,1
Edwards,Hardware,Battery Shelf for Single 65AH Cell,3-BATS,1
